source_name,source_ID,destination_name,destination_ID,lantency,path,sub_path,tunnelId
tianjin_man2,4,baoding_edge2,59,9.09,tianjin_man2-tianjin_core1-tangshan_core-baoding_man2-baoding_edge2,"[tianjin_man2-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_edge2]",tianjin_man2~baoding_edge2
tianjin_man2,4,zhangjiako_edge1,60,8.3,tianjin_man2-tianjin_core1-beijing_core1-zhangjiako_man1-zhangjiako_edge1,"[tianjin_man2-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-zhangjiako_man1],[zhangjiako_man1-zhangjiako_edge1]",tianjin_man2~zhangjiako_edge1
tianjin_man2,4,zhangjiako_edge2,61,8.3,tianjin_man2-tianjin_core1-beijing_core1-zhangjiako_man2-zhangjiako_edge2,"[tianjin_man2-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-zhangjiako_man2],[zhangjiako_man2-zhangjiako_edge2]",tianjin_man2~zhangjiako_edge2
tianjin_man2,4,chengde_edge1,62,7.82,tianjin_man2-tianjin_core1-tangshan_core-chengde_man1-chengde_edge1,"[tianjin_man2-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-chengde_man1],[chengde_man1-chengde_edge1]",tianjin_man2~chengde_edge1
tianjin_man2,4,chengde_edge2,63,8.21,tianjin_man2-tianjin_core1-tangshan_core-chengde_man2-chengde_edge2,"[tianjin_man2-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-chengde_man2],[chengde_man2-chengde_edge2]",tianjin_man2~chengde_edge2
tianjin_man2,4,cangzhou_edge1,64,3.88,tianjin_man2-tianjin_core1-cangzhou_man1-cangzhou_edge1,"[tianjin_man2-tianjin_core1],[tianjin_core1-cangzhou_man1],[cangzhou_man1-cangzhou_edge1]",tianjin_man2~cangzhou_edge1
tianjin_man2,4,cangzhou_edge2,65,3.88,tianjin_man2-tianjin_core2-cangzhou_man2-cangzhou_edge2,"[tianjin_man2-tianjin_core2],[tianjin_core2-cangzhou_man2],[cangzhou_man2-cangzhou_edge2]",tianjin_man2~cangzhou_edge2
tianjin_man2,4,langfang_edge1,66,4.93,tianjin_man2-tianjin_core1-beijing_core1-langfang_man1-langfang_edge1,"[tianjin_man2-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-langfang_man1],[langfang_man1-langfang_edge1]",tianjin_man2~langfang_edge1
tianjin_man2,4,langfang_edge2,67,4.93,tianjin_man2-tianjin_core1-beijing_core1-langfang_man2-langfang_edge2,"[tianjin_man2-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-langfang_man2],[langfang_man2-langfang_edge2]",tianjin_man2~langfang_edge2
tianjin_man2,4,hengshui_edge1,68,11.47,tianjin_man2-tianjin_core1-shijiangzhuang_core-hengshui_man1-hengshui_edge1,"[tianjin_man2-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-hengshui_man1],[hengshui_man1-hengshui_edge1]",tianjin_man2~hengshui_edge1
tianjin_man2,4,hengshui_edge2,69,11.47,tianjin_man2-tianjin_core1-shijiangzhuang_core-hengshui_man2-hengshui_edge2,"[tianjin_man2-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-hengshui_man2],[hengshui_man2-hengshui_edge2]",tianjin_man2~hengshui_edge2
shijiangzhuang_man1,5,beijing_cloud1,5,8.09,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-beijing_cloud1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-beijing_cloud1]",shijiangzhuang_man1~beijing_cloud1
shijiangzhuang_man1,5,beijing_cloud2,6,7.09,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-beijing_cloud2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-beijing_cloud2]",shijiangzhuang_man1~beijing_cloud2
shijiangzhuang_man1,5,beijing_edge1,7,8.09,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-beijing_man1-beijing_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-beijing_man1],[beijing_man1-beijing_edge1]",shijiangzhuang_man1~beijing_edge1
shijiangzhuang_man1,5,beijing_edge2,8,8.09,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-beijing_man2-beijing_edge2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-beijing_man2],[beijing_man2-beijing_edge2]",shijiangzhuang_man1~beijing_edge2
shijiangzhuang_man1,5,beijing_edge3,9,8.59,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-beijing_man1-beijing_edge3,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-beijing_man1],[beijing_man1-beijing_edge3]",shijiangzhuang_man1~beijing_edge3
shijiangzhuang_man1,5,beijing_edge4,10,8.59,shijiangzhuang_man1-shijiangzhuang_core-beijing_core2-beijing_man1-beijing_edge4,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-beijing_core2],[beijing_core2-beijing_man1],[beijing_man1-beijing_edge4]",shijiangzhuang_man1~beijing_edge4
shijiangzhuang_man1,5,tianjin_cloud1,15,8.49,shijiangzhuang_man1-shijiangzhuang_core-tianjin_core1-tianjin_cloud1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-tianjin_core1],[tianjin_core1-tianjin_cloud1]",shijiangzhuang_man1~tianjin_cloud1
shijiangzhuang_man1,5,tianjin_cloud2,16,9.45,shijiangzhuang_man1-shijiangzhuang_core-cangzhou_man2-tianjin_core2-tianjin_cloud2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-cangzhou_man2],[cangzhou_man2-tianjin_core2],[tianjin_core2-tianjin_cloud2]",shijiangzhuang_man1~tianjin_cloud2
shijiangzhuang_man1,5,tianjin_edge1,17,9.49,shijiangzhuang_man1-shijiangzhuang_core-tianjin_core1-tianjin_man1-tianjin_edge1,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-tianjin_core1],[tianjin_core1-tianjin_man1],[tianjin_man1-tianjin_edge1]",shijiangzhuang_man1~tianjin_edge1
shijiangzhuang_man1,5,tianjin_edge2,18,9.49,shijiangzhuang_man1-shijiangzhuang_core-tianjin_core1-tianjin_man2-tianjin_edge2,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-tianjin_core1],[tianjin_core1-tianjin_man2],[tianjin_man2-tianjin_edge2]",shijiangzhuang_man1~tianjin_edge2
shijiangzhuang_man1,5,tianjin_edge3,19,9.99,shijiangzhuang_man1-shijiangzhuang_core-tianjin_core1-tianjin_man2-tianjin_edge3,"[shijiangzhuang_man1-shijiangzhuang_core],[shijiangzhuang_core-tianjin_core1],[tianjin_core1-tianjin_man2],[tianjin_man2-tianjin_edge3]",shijiangzhuang_man1~tianjin_edge3
